qid,leader,wiki_title,article_length,cult_text,cult_evidence,hagiography_text,hagiography_evidence,birthday_text,birthday_evidence,monuments_text,monuments_evidence,titles_text,titles_evidence
Q470687,Kolisevski,Lazar Koliševski,8329,0,,0,,0,,0,,0,
Q431413,Svetozar Marovic,Svetozar Marović,10964,0,,0,,0,,0,,0,
Q355737,Jelavic,Ante Jelavić,2462,0,,0,,0,,0,,0,
Q470649,Borislav Paravac,Borislav Paravac,1341,0,,0,,0,,0,,0,
Q559756,Dragan Covic,Dragan Čović,15779,0,,0,,0,,0,,0,
Q361173,Sulejman Tihic,Sulejman Tihić,10598,0,,0,,0,,0,,0,
Q297825,Zeljko Komsic,Željko Komšić,25990,0,,0,,0,,0,,0,
Q57381,Silajdzic,Haris Silajdžić,10657,0,,0,,0,,0,,0,
Q312355,Bakir Izetbegovic,Bakir Izetbegović,13587,0,,0,,0,,0,,0,
Q434177,Bajuk,Andrej Bajuk,4280,0,,0,,0,,0,,0,
Q464922,Anton Rop,Anton Rop,2081,0,,0,,0,,0,,0,
Q206471,Borut Pahor,Borut Pahor,14020,0,,0,,0,,0,,0,
Q57627,Janez Jansa,Janez Janša,36289,0,,0,,0,,0,,0,
Q3739767,Bratusek,Alenka Bratušek,5480,0,,0,,0,,0,,0,
Q449445,Plastiras,Nikolaos Plastiras,10118,0,,0,,0,,0,,0,
Q1258656,Voulgaris,Petros Voulgaris,6029,0,,0,,0,,0,,0,
Q31280,Damaskinos,Damaskinos of Athens,11174,0,,0,,0,,0,,0,
Q1392087,Poulitsas,Panagiotis Poulitsas,872,0,,0,,0,,0,,0,
Q589978,Diomidis,Alexandros Diomidis,1699,0,,0,,0,,0,,0,
Q708300,Theotokis,Georgios Theotokis,3076,0,,0,,0,,0,,0,
Q707209,Kiousopoulos,Dimitrios Kiousopoulos,1113,0,,0,,0,,0,,0,
Q312046,Papagos,Alexander Papagos,49118,0,,0,,0,,1,"...tember elections with 36.53 percent of the vote. For a time, the Palace feared that he might establish a dictatorship, largely due to his popularity, his image as a strong and determined leader, and the communist defeat in the civil war, which was attributed in great part to his leadership. Despite his victo...",0,
Q156806,Karamanlis,Konstantinos Karamanlis,27889,0,,0,,0,,0,,0,
Q728887,Georgakopoulos,Konstantinos Georgakopoulos,1212,0,,0,,0,,0,,0,
Q1371543,Pipinelis,Panagiotis Pipinelis,1020,0,,0,,0,,0,,0,
Q181606,Mavromichalis,Stylianos Mavromichalis,569,0,,0,,0,,0,,0,
Q1371474,Tsirimokos,Ilias Tsirimokos,1756,0,,0,,0,,0,,0,
Q156505,Papadopoulos,Georgios Papadopoulos,20836,0,,0,,0,,0,,0,
Q252657,Georgios Rallis,George Rallis,42086,0,,0,,0,,0,,0,
Q219256,A. Papandreou,Andreas Papandreou,51835,0,,0,,0,,1,"...tries. The NATO meeting concluded without publishing a press release for the first time. While this displeased Greece's allies, Papandreou reinforced his image as a patriot in the eyes of concerned Greek voters and military wary of Turkey. Despite efforts to appease the military, Papandreou struggled with di...",0,
Q316235,Tzannetakis,Tzannis Tzannetakis,4361,0,,0,,0,,0,,0,
Q318009,Zolotas,Xenophon Zolotas,2621,0,,0,,0,,0,,0,
Q552751,Mitsotakis,Kyriakos Mitsotakis,24109,0,,0,,0,,0,,0,
Q311207,Georgios Papandreou,Georgios Papandreou,12288,0,,1,"...His last name is derived from his father's Christian name and the word papas ""priest"". He studied law in Athens and political science in Berlin. His political philosophy was heavily influenced by German social democracy. As a result, he was adamantly opposed to the monarchy and supported generous social policies, but...",0,,0,,0,
Q318492,Panagiotis Pikrammenos,Panayiotis Pikrammenos,5115,0,,0,,0,,0,,0,
Q312015,Alexis Tsipras,Alexis Tsipras,27520,0,,1,"...one-third of the seats they had won four years prior. Tsipras conceded defeat and resigned four days after June elections, on 29 June. His first non-official biography has been written by Fabien Perrier and by Topos in Greece.   ==== Macedonian naming dispute ====  During the last years in Opposition and also in his...",0,,0,,0,
Q153509,Makarios,Makarios III,21158,0,,0,,0,,0,,0,
Q552389,Kyprianou,Spyros Kyprianou,6936,0,,0,,0,,0,,0,
Q200776,Tassos Nikolaou Papadopoulos,Tassos Papadopoulos,8580,0,,0,,0,,0,,0,
Q57334,Dimitris Christofias,Demetris Christofias,10057,0,,0,,0,,0,,0,
Q155074,Georgi Dimitrov,Georgi Dimitrov,22049,0,,1,"...(Communist Lives). London: I. B. Tauris. ISBN 978-1845117283.   == External links ==  Georgi Dimitrov Internet Archive at Marxists Internet Archive. Selected Works in English (Volume 1, Volume 2, Volume 3) in PDF format, published in Bulgaria in 1972. Stella Blagoeva, George Dimitroff, International Publishers,...",0,,1,"...ngary ===  The square Fővám tér and the street Máriaremetei út in Budapest, Hungary were named after Dimitrov between 1949 and 1991. In the square, a bust of him was erected in 1954, replaced by a full-length statue in 1983, which was then relocated to the eponymous street a year later. Both sculptures are exh... | ...out between Stalin and Tito. Dimitrov died after a short illness in 1949 in Barvikha near Moscow. His embalmed body was housed in the Georgi Dimitrov Mausoleum in Sofia until it",0,
Q28517,Zhivkov,Todor Zhivkov,62436,1,"...was named the Pravets. The citizens of Pravets responded by erecting a heroic statue to Zhivkov which he duly had taken down, ostensibly to prevent a personality cult growing around him. It was re-erected after his death.   == Honours and awards ==  People's Republic of Bulgaria:  Hero of the People's Republic of B...",0,,0,,1,"...of ""Stalin"" back to Varna. Zhivkov resented the idea of himself being the subject of a cult and later, when the residents of his hometown of Pravets erected a monument bearing his likeness – he personally thanked them for their gesture, before ordering the statue be removed. It would only be restored in 2001 – after... | ...-day Bulgaria. A billboard posthumously celebrating his 100th birthday was erected in Nesebar in 2011, while portraits, posters and calendars bearing his image are still c",1,"...ibly to prevent a personality cult growing around him. It was re-erected after his death.   == Honours and awards ==  People's Republic of Bulgaria:  Hero of the People's Republic of Bulgaria, twice (1971, 1981)  Hero of Socialist Labor (1961)  Grand Master of the Order of Cyril and Methodius 	4 Orders of Georgi Dimi..."
Q81144,Mladenov,Petar Mladenov,6324,0,,0,,0,,0,,0,
Q473526,Filip Dimitrov,Philip Dimitrov,7567,0,,0,,0,,0,,0,
Q271473,Indzhova,Reneta Indzhova,1539,0,,0,,0,,0,,0,
Q202117,Stanishev,Sergey Stanishev,11149,0,,0,,0,,0,,0,
Q57775,Boyko Borisov,Boyko Borisov,34064,0,,0,,0,,0,,0,
Q355874,Lucinschi,Petru Lucinschi,5631,0,,0,,0,,0,,0,
Q1371619,Pirlog,Vitalie Pîrlog,3338,0,,0,,0,,0,,0,
Q57685,Vlad Filat,Vlad Filat,6859,0,,0,,0,,0,,0,
Q58087,Iurie Leanca,Iurie Leancă,3600,0,,0,,0,,0,,0,
Q19281444,Chiril Gaburici,Chiril Gaburici,2738,0,,0,,0,,0,,0,
Q6968023,Natalia Gherman,Natalia Gherman,7786,0,,0,,0,,0,,0,
Q7911417,Valeriu Strelet,Valeriu Streleț,740,0,,0,,0,,0,,0,
Q126660,Stolojan,Theodor Stolojan,3319,0,,0,,0,,0,,0,
Q370856,Ciorbea,Victor Ciorbea,2720,0,,0,,0,,0,,0,
Q352004,Vasile,Vasile Alecsandri,8767,0,,1,"...Români"" (To Romanians), later renamed ""Deșteptarea României"" (Romania's Awakening). Together with Mihail Kogălniceanu and Costache Negri, he wrote a manifesto of the revolutionary movement in Moldavia, ""Dorințele partidei naționale din Moldova"" (Wishes of the National Party of Moldavia). However, as revolut...",0,,0,,0,
Q1957518,Eugen Bejinariu,Eugen Bejinariu,1305,0,,0,,0,,0,,0,
Q440970,Crin Antonescu,Crin Antonescu,3945,0,,0,,0,,0,,0,
Q127442,Chernenko,Konstantin Chernenko,15290,0,,0,,0,,1,"...rnenko was honored with a state funeral and is buried in the Kremlin Wall Necropolis, in one of the twelve individual tombs located between the Lenin Mausoleum and the Kremlin wall. He is the last person to have been interred there. The impact of Chernenko—or the lack thereof—was evident in the way in which...",0,
Q30487,Gorbachev,Mikhail Gorbachev,56532,1,"...iversity; while in Stavropol she joined the Communist Party. Stalin was succeeded as Soviet leader by Nikita Khrushchev, who denounced Stalin and his cult of personality in a speech given in February 1956, after which he launched a de-Stalinization process throughout Soviet society. Later biographer William Taubman su...",0,,0,,0,,0,
Q34453,Yeltsin,Boris Yeltsin,76572,1,"...tsin's reports to party meetings reflected the ideological conformity that was expected within the authoritarian state. Yeltsin played along with the personality cult surrounding Brezhnev, but he was contemptuous of what he saw as the Soviet leader's vanity and sloth. He later claimed to have quashed plans for a Br...",0,,0,,0,,0,
Q7747,Putin,Vladimir Putin,88388,1,"...an interview that only 10–15% of Russians actively supported the war, and that ""most Russians are not demanding the conquest of Kyiv or Odesa"".   === Cult of personality ===  Putin has cultivated a cult of personality for himself with an outdoorsy, athletic, tough guy public image, demonstrating his physical prowess a... | ...24, he was reelected to another term. Under Putin's rule, the Russian political system has been transformed into an authoritarian dictatorship with a personality cult. H",1,"...ormation of a Ukrainian state hostile to Moscow was ""comparable in its consequences to the use of weapons of mass destruction against us""—it was made mandatory reading for military-political training in the Russian Armed Forces.  In August 2008, Georgian President Mikheil Saakashvili attempted to restore control ove... | ...RAF member and is ""considered a notorious fabulist"" with ""several previous convictions, including for making false statements."" According to Putin's official biography, du",0,,1,"...nes that virility is an aspect of the image of the Father of the Nation, which Putin wants to create. She refers to, as an example of the success of this image building attempt, a 2006 incident in which Putin lifted the shirt of a boy to kiss his stomach without permission – which did not cause much reaction...",1,"...in vacationing in the Siberian mountains under the headline ""Be Like Putin"". Tatiana Mikhailova opines that virility is an aspect of the image of the Father of the Nation, which Putin wants to create. She refers to, as an example of the success of this image building attempt, a 2006 incident in which Putin lifted the s..."
Q307473,Laar,Mart Laar,10199,0,,0,,0,,0,,0,
Q3785077,Roivas,Taavi Rõivas,4171,0,,0,,0,,0,,0,
Q210822,Godmanis,Ivars Godmanis,2618,0,,0,,0,,0,,0,
Q960031,Birkavs,Valdis Birkavs,1343,0,,0,,0,,0,,0,
Q540255,Indulis Emsis,Indulis Emsis,4832,0,,0,,0,,0,,0,
Q210715,Aigars Kalvitis,Aigars Kalvītis,3618,0,,0,,0,,0,,0,
Q57630,Dombrovskis,Valdis Dombrovskis,6537,0,,0,,0,,0,,0,
Q164582,Landsbergis,Vytautas Landsbergis,14337,0,,0,,0,,0,,0,
Q212751,Brazauskas,Algirdas Brazauskas,8855,0,,0,,0,,0,,0,
Q153167,Adamkus,Valdas Adamkus,14604,0,,0,,0,,0,,0,
Q296956,Paksas,Rolandas Paksas,10721,0,,0,,0,,0,,0,
Q57379,Grybauskaite,Dalia Grybauskaitė,22525,0,,0,,0,,0,,0,
Q189732,Kravchuk,Leonid Kravchuk,46713,0,,1,"...he condemn the coup and call an emergency session of the Verkhovna Rada. The coup attempt ended with the junta standing down on 21 August. Kravchuk's official biography claimed he left the CPU on 19 August, though the archives of the party show that he was present at the final meeting of the Politburo on 22 August. I...",0,,1,"...h, have since been lost; local newspaper Volyn speculated in 2018 that it may have been removed or destroyed at Kravchuk's behest in order to improve his image in Soviet circles as an atheist. As a child, Kravchuk shared his family's religious beliefs, and the first recorded mention of his name was around th...",0,
Q629702,Kuchma,Leonid Kuchma,29783,0,,0,,0,,0,,0,
Q16054880,Yanukovych,Impeachment of Viktor Yanukovych,23282,0,,0,,0,,0,,0,
Q15850,Oleksandr Turchynov,Oleksandr Turchynov,24638,0,,0,,0,,0,,0,
Q58077,Petro Poroshenko,Petro Poroshenko,50046,0,,0,,0,,0,,0,
Q2866,Lukashenko,Alexander Lukashenko,63134,1,...itical and economic system Lukashenko has implemented in Belarus. The term is also used more broadly to refer to an authoritarian ideology based on a cult of personality and nostalgia for Soviet times among certain groups in Belarus.  The US Congress sought to aid the opposition groups by passing the Belarus Democracy...,0,,0,,0,,0,
Q612949,Ter-Petrosyan,Levon Ter-Petrosyan,29421,0,,0,,0,,0,,0,
Q613051,Kocharian,Robert Kocharyan,19563,0,,0,,0,,0,,0,
Q218435,Gamsakhurdia,Zviad Gamsakhurdia,45938,0,,1,"...arded an honorary doctorate by the Georgian National Academy of Sciences for his work The Language of the Forms of the Knight in a Lordly Skin.   === Selected works ===  20th century American Poetry (a monograph). Ganatleba, Tbilisi, 1972 (in Georgian) The Man in the Panther's Skin"" in English, a monograph, Metsn...",0,,0,,0,
Q969062,Ioseliani,Jaba Ioseliani,4043,0,,0,,0,,0,,0,
Q151929,Shevardnadze,Eduard Shevardnadze,35974,0,,0,,0,,0,,0,
Q229493,Burdjanadze,Nino Burjanadze,6941,0,,1,"...ey have two sons. Aside from the Georgian language, she is fluent in Russian and English.   == References ==   == External links ==  Nino Burjanadze (official biography). Parliament of Georgia....",0,,0,,0,
Q43330,Saakashvili,Mikheil Saakashvili,73097,0,,0,,0,,0,,0,
Q157451,H. Aliyev,Heydar Aliyev,30703,1,"...ial, authoritarian, and repressive. He was also said to have run a heavy-handed police state where elections were rigged and dissent was repressed. A cult of personality developed around Aliyev, which has continued after his death in 2003. Shortly before his death, his son Ilham Aliyev was elected president in a fraud...",1,"...t in a fraudulent election and continues to lead Azerbaijan to this day.   == Career in the Soviet era ==   === Early life ===  According to both his official biography and the Great Soviet Encyclopedia, Aliyev was born on 10 May 1923 in the city of Nakhchivan. His family had moved to Nakhchivan before his birth from...",0,,0,,0,
Q57371,Ilhma Aliyev,Ilham Aliyev,41127,0,,0,,0,,0,,0,
Q202171,Paasikivi,Juho Kusti Paasikivi,19925,0,,0,,0,,0,,0,
Q179858,Kekkonen,Urho Kekkonen,37697,1,"...ter culminated in full membership in the EU and the euro. He remained highly popular during his term, even though such a profile approached that of a cult of personality towards the end of his term. He is still popular among many of his contemporaries, particularly in his own Centre Party.   == Cabinets == Kekkonen I...",0,,0,,0,,0,
Q29021,Koivisto,Mauno Koivisto,16429,0,,0,,0,,0,,0,
Q29230,Marthi Ahtisaari,Martti Ahtisaari,24402,0,,0,,0,,0,,0,
Q29213,Halonen,Tarja Halonen,22019,0,,0,,0,,0,,0,
Q29207,Sauli Niinistö,Sauli Niinistö,20597,0,,0,,0,,0,,1,"...negotiations with the European Union and urged Turkey to make swift progress on the rule of law, human rights, and reforms. Niinistö met with Iranian Supreme Leader Ali Khamenei on 26 October 2016 in Tehran, Iran. He also met Iranian President Hassan Rouhani. They discussed closer economic cooperation, human righ..."
Q53707,Erlander,Tage Erlander,64829,0,,0,,0,,1,"...to his rise in popularity was an increased emphasis on his poverty-ridden childhood and less emphasis was placed on his time at university, improving his image as a ""man of the people"". Erlander's debating style was controversial, and was criticized by many, including writer Stig Ahlgren. During debates, Erl...",1,"...Swedish ""political giants"" such as Palme and Dag Hammarskjöld. Biographer Dick Harrison and journalist Per Olov Enquist have described Erlander as a ""father of the country"" (Swedish: landsfader). Ruin notes that as Sweden encountered difficulties in the 1970s, nostalgia sometimes influenced positive views of Erlander, a... | ...ander was initially in favor of acquiring nuclear weapons as a means of defense, but received criticism for this position. Following a 1954 report by Supreme Commander"
Q53713,Palme,Olof Palme,26570,0,,0,,0,,0,,0,
Q53733,Ullsten,Ola Ullsten,3737,0,,0,,0,,0,,0,
Q53740,Carlsson,Ingvar Carlsson,13883,0,,0,,0,,0,,0,
Q52922,Bildt,Carl Bildt,26075,0,,0,,0,,0,,0,
Q52920,Reinfeldt,Fredrik Reinfeldt,33300,0,,1,"...reviously were known for being notoriously divided, to present a powerful alternative to the Social Democrats. The parties presented a joint election manifesto for the alliance.   ==== 2006 Swedish general election ====  During the run-up to the 2006 general election, Reinfeldt was subjected to a smear campa...",0,,0,,0,
Q2740012,Stefan Löfven,Stefan Löfven,21933,0,,0,,0,,0,,0,
Q317659,Nygaardsvold,Johan Nygaardsvold,9426,0,,0,,0,,0,,0,
Q164346,Gerhardsen,Einar Gerhardsen,8503,0,,0,,0,,0,,1,"...e the introduction of parliamentarism. He was the leader of the Labour Party from 1945 to 1965. Many Norwegians often refer to him as ""Landsfaderen"" (Father of the Nation); he is generally considered one of the main architects of the post-war rebuilding of Norway after World War II. He also served as the second preside..."
Q380659,Borten,Per Borten,3911,0,,0,,0,,0,,0,
Q317412,Korvald,Lars Korvald,3041,0,,0,,0,,0,,0,
Q337295,Nordli,Odvar Nordli,5725,0,,1,"...rostate cancer in Oslo at the age of 90. His state funeral was held on 19 January 2018.   == Awards == Commander of the Order of St. Olav (1994)   == Selected works == Langs veg og sti, Gyldendal, 1984 Min vei, Tiden, 1985 Morgenlandet, Damm, 1991 Vi så kornmoglansen, Tiden, 1994 Storting og småting, Tiden, 1996...",0,,0,,0,
Q133009,Brundtland,Gro Harlem Brundtland,11079,0,,0,,0,,0,,0,
Q311421,Syse,Jan P. Syse,3162,0,,0,,0,,0,,0,
Q207655,Bondevik,Kjell Magne Bondevik,6940,0,,0,,0,,0,,0,
Q57665,Stoltenberg,Jens Stoltenberg,51326,0,,0,,0,,0,,0,
Q664052,Buhl,Vilhelm Buhl,5343,0,,0,,0,,0,,0,
Q1335084,Kristensen,Knud Kristensen,2914,0,,0,,0,,0,,0,
Q503087,Hedtoft,Hans Hedtoft,2851,0,,0,,0,,0,,0,
Q710950,Eriksen,Erik Eriksen,1948,0,,0,,0,,0,,0,
Q721358,Hansen,H. C. Hansen,5465,0,,0,,0,,0,,0,
Q918287,Kampmann,Viggo Kampmann,3397,0,,0,,0,,0,,0,
Q441330,Krag,Jens Otto Krag,7071,0,,0,,0,,0,,0,
Q727237,Baunsgaard,Hilmar Baunsgaard,2503,0,,0,,0,,0,,0,
Q348901,Hartling,Poul Hartling,1630,0,,0,,0,,0,,0,
Q311063,Nyrup Rasmussen,Poul Nyrup Rasmussen,9438,0,,1,"...e inclusive and oversaw the launch of the network 'PES Activists', as well as a radically participative consultation process to construct the party's manifesto for the 2009 European election. Rasmussen's influence in politicising the PES can be seen in the party's headline political initiative, New Social Eu...",0,,0,,0,
Q46052,Fogh Rasmussen,Anders Fogh Rasmussen,30538,0,,0,,0,,0,,0,
Q182397,Lars Løkke Rasmussen,Lars Løkke Rasmussen,17523,0,,0,,0,,0,,0,
Q57652,Thorning-Schmidt,Helle Thorning-Schmidt,17985,0,,0,,0,,0,,0,
Q360353,Benediktsson,Bjarni Benediktsson,248,0,,0,,0,,0,,0,
Q984037,Thoroddsen,Gunnar Thoroddsen,1382,0,,0,,0,,0,,0,
Q208879,Halldor Asgrimsson,Halldór Ásgrímsson,2641,0,,0,,0,,0,,0,
Q57772,Sigurdardottir,Jóhanna Sigurðardóttir,12046,0,,0,,0,,0,,0,
Q107431,Pires,Pedro Pires,5002,0,,0,,0,,0,,0,
Q715042,Correia Seabra,Veríssimo Correia Seabra,3345,0,,0,,0,,0,,0,
Q286130,Henrique Pereira Rosa,Henrique Rosa,1712,0,,0,,0,,0,,0,
Q314538,Raimundo Pereira,Raimundo Pereira,3317,0,,0,,0,,0,,0,
Q3075634,Mamadu Ture Kuruma,Mamadu Ture Kuruma,552,0,,0,,0,,0,,0,
Q57424,Manuel Serifo Nhamadjo,Manuel Serifo Nhamadjo,395,0,,0,,0,,0,,0,
Q732636,Bonifacio Ondo Edu,Bonifacio Ondó Edú,11958,0,,0,,0,,0,,0,
Q57385,Nguema Mbasogo,Teodoro Obiang Nguema Mbasogo,25816,1,...ill claims that he is a devout Catholic and was invited to the Vatican by Pope John Paul II and again by Pope Benedict XVI. Obiang has encouraged his cult of personality by ensuring that public speeches end in well-wishing for himself rather than for the nation as a whole. Many important buildings have a presidential...,0,,0,,1,"...d foreign officials seeking to report on conditions. Obiang filed a libel lawsuit in a French court against an organization he believed was demeaning his image by saying that his government had committed such acts, but the case was dismissed.  Obiang has made several pledges to commit to open governance, red...",0,
Q312716,Jawara,Dawda Jawara,30294,0,,0,,0,,0,,0,
Q57356,Jammeh,Yahya Jammeh,39061,0,,0,,0,,0,,0,
Q100280563,Traore,,0,0,,0,,0,,0,,0,
Q372679,Amadou Sanogo,Amadou Sanogo,4085,0,,0,,0,,0,,0,
Q372780,Dioncounda Traore,Dioncounda Traoré,5739,0,,0,,0,,0,,0,
Q324108,Ibrahim Boubacar Keita,Ibrahim Boubacar Keïta,11264,0,,0,,0,,0,,0,
Q219728,Diouf,Abdou Diouf,6468,0,,0,,0,,0,,0,
Q106963,Abdoulaye Wade,Abdoulaye Wade,14954,0,,0,,0,,0,,0,
Q336242,Maga,Hubert Maga,39688,0,,1,"...mocratic Rally (R.D.A.). Ahomadégbé-Tomêtin had always believed that the U.D.D. was the sole representative of the Rally. This had helped bring a new political philosophy to the R.D.D., which had, up to this point, done little more than express regionalism without much of a platform. At the end of October, Ahomadégbé-T...",0,,0,,0,
Q336218,Soglo,Nicéphore Soglo,5097,0,,0,,0,,0,,0,
Q888596,Congacou,Tahirou Congacou,2472,0,,0,,0,,0,,0,
Q888400,Kouandete,Maurice Kouandété,8192,0,,0,,0,,0,,0,
Q881211,Paul-Emile de Souza,Paul-Émile de Souza,3817,0,,0,,0,,0,,0,
Q438852,Ahomadegbe,Justin Ahomadégbé-Tomêtin,18493,0,,0,,0,,0,,0,
Q29196,Yayi Boni,Thomas Boni Yayi,6980,0,,0,,0,,0,,0,
Q345385,Ould Daddah,Moktar Ould Daddah,6921,0,,0,,0,,0,,0,
Q451521,Ould Mohamed Vall,Ely Ould Mohamed Vall,4879,0,,0,,0,,0,,0,
Q314355,Diori,Hamani Diori,5185,0,,0,,0,,0,,0,
Q220227,Mamadou Tandja,Mamadou Tandja,13133,0,,0,,0,,0,,0,
Q1674799,Issoufou,Issoufou Saidou-Djermakoye,364,0,,0,,0,,0,,0,
Q179242,Laurent Gbagbo,Laurent Gbagbo,19782,0,,0,,0,,0,,0,
Q57413,Ouattara,Alassane Ouattara,14234,0,,0,,0,,0,,0,
Q718245,Beavogui,Louis Lansana Beavogui,3233,0,,0,,0,,0,,0,
Q323086,Sompare,Aboubacar Somparé,6310,0,,0,,0,,0,,0,
Q314271,Dadis Camara,Moussa Dadis Camara,12619,0,,0,,0,,0,,0,
Q718230,Sekouba Konate,Sékouba Konaté,2475,0,,0,,0,,0,,0,
Q529272,Lamizana,Sangoulé Lamizana,2851,0,,0,,0,,0,,0,
Q605414,Gerard Kango Ouedraogo,Gérard Kango Ouédraogo,4305,0,,0,,0,,0,,1,"...Gérard Ouédraogo was born in Ouahigouya, Burkina Faso. He served in the French National Assembly from 1956 to 1959. In May 1998, he was the Honorary President for Life of the Alliance for Democracy and Federation–African Democratic Rally (ADF/ADR), which is led by his son, Gilbert Noël Ouédraogo. Ouédraogo died on 1..."
Q202155,Sankara,Thomas Sankara,43606,1,"...rl pistol. When asked why he did not want his portrait hung in public places, as was the norm for other African leaders (many of whom made use of the cult of personality), Sankara replied: ""There are seven million Thomas Sankaras"". An accomplished guitarist, he wrote the new national anthem himself.   === Burkina Faso...",0,,0,,1,"...d through Ouagadougou in his track suit and posing in his tailored military fatigues, with his mother-of-pearl pistol. When asked why he did not want his portrait hung in public places, as was the norm for other African leaders (many of whom made use of the cult of personality), Sankara replied: ""There are seve... | ...Sankara's body was 'riddled' with 'more than a dozen' bullets. In 2025, Sankara and those killed alongside him in the 1987 coup were reinterred in a mausoleum built on the site",1,"...did not match his facial features, a new statue was unveiled a year later. In 2023, the government of Burkina Faso formally proclaimed Sankara as a ""hero of the nation"". In October 2023, on the 36th anniversary of his assassination, the government changed the name of a main road in Ouagadougou to honor Sankara. The..."
Q599988,Roch Marc Christian Kabore,Roch Marc Christian Kaboré,5555,0,,0,,0,,0,,0,
Q294618,Doe,Samuel Doe,14951,0,,0,,0,,0,,0,
Q888828,Sankawulo,Wilton G. S. Sankawulo,3709,0,,0,,0,,0,,0,
Q461668,Ruth Perry,Ruth Perry,3448,0,,0,,0,,0,,0,
Q561542,Moses Zeh Blah,Moses Blah,3528,0,,0,,0,,0,,0,
Q43179,Johnson Sirleaf,Ellen Johnson Sirleaf,40565,0,,0,,0,,0,,0,
Q879302,"Margai,M",Milton Margai,9890,0,,0,,0,,0,,0,
Q359490,"Margai, A",Albert Margai,5691,0,,0,,0,,0,,0,
Q515657,Stevens,Siaka Stevens,13866,0,,0,,0,,0,,0,
Q887812,Momoh,Joseph Saidu Momoh,9254,0,,0,,0,,0,,1,"..."" and ""essential steps forward.""  Momoh said John Major had proven to be a ""genuine friend of Sierra Leone"" and he referred to George H.W. Bush as a ""great leader of the world.""   == Military coup ==  Unfortunately, Momoh's efforts at reform came too late to rescue Sierra Leone from chaos. He was overthrown in..."
Q336297,Kabbah,Ahmad Tejan Kabbah,17189,0,,0,,0,,0,,0,
Q888792,Koroma,Johnny Paul Koroma,8331,0,,0,,0,,0,,0,
Q8620,Nkrumah,Kwame Nkrumah,70885,1,"...: ""During his high‐flying days as the leader of Ghana in the 1950s and early 1960s, Kwame Nkrumah was a flamboyant spellbinder. At home, he created a cult of personality and gloried in the title of Osagyefo (Akan for 'Redeemer'). Abroad, he met with the world's leaders as the first man to lead an African colony to ind... | ...In 1964, a constitutional amendment made Ghana a one-party state, with Nkrumah as president for life of both the nation and its party. He fostered a personality cult, fo",1,"...ty (OAU) and winner of the Lenin Peace Prize from the Soviet Union in 1962. After twelve early years abroad pursuing higher education, developing his political philosophy, and organizing with other diasporic pan-Africanists, Nkrumah returned to the Gold Coast to begin his political career as an advocate of national ind...",0,,1,"...This rallied the nation in a nationalistic movement. In his honour, an annual event called ""Journey to Nkroful"" was set up to celebrate his birthday. Mausoleum and Museum at Nkroful, Western Region have been named after him that showcase some of the artifacts he used when alive. Kwame Nkrumah Memorial Park &...",1,"...opposition and conducted elections that were neither free nor fair. In 1964, a constitutional amendment made Ghana a one-party state, with Nkrumah as president for life of both the nation and its party. He fostered a personality cult, forming ideological institutes and adopting the title of 'Osagyefo Dr.' The Kwame N..."
Q356728,Ankrah,Joseph Arthur Ankrah,5163,0,,0,,0,,0,,0,
Q424377,Afrifa,Akwasi Afrifa,12228,0,,0,,0,,0,,1,"...a one-party state, political opposition was effectively removed with the Preventive Detention Act of 1958 and in 1964 Kwame Nkrumah declared himself president for life. Simultaneously, the export price of Ghana's main foreign exchange earner, cocoa, plummeted. This, combined with ambitious domestic expenditure on mu..."
Q472593,Acheampong,Ignatius Kutu Acheampong,4535,0,,0,,0,,0,,0,
Q718234,Akuffo,Fred Akuffo,2334,0,,0,,0,,0,,0,
Q51002,Rawlings,Jerry Rawlings,21435,0,,0,,0,,0,,0,
Q50997,Limann,Hilla Limann,4130,0,,0,,0,,0,,0,
Q51005,John Agyekum Kufuor,John Kufuor,18596,0,,0,,0,,0,,0,
Q50678,John Mahama,John Mahama,20045,0,,0,,0,,0,,0,
Q561303,Grunitzky,Nicolas Grunitzky,2985,0,,0,,0,,0,,0,
Q4414,Faure Gnassingbe,Faure Gnassingbé,11420,0,,0,,0,,0,,0,
Q305669,Bonfoh,Bonfoh Abass,3198,0,,0,,0,,0,,0,
Q298718,Ahidjo,Ahmadou Ahidjo,17289,0,,0,,0,,0,,1,"...nial African leaders, but his policies allowed Cameroon to attain comparative prosperity. Courtiers surrounding Ahidjo promoted the myth that he was ""father of the nation.""  Ahidjo's presidential style was cultivated around the image of himself as the father of the nation. He carried many titles, and after he visited M..."
Q57272,Biya,Paul Biya,25959,0,,0,,0,,0,,0,
Q335684,Balewa,Abubakar Tafawa Balewa,11571,0,,0,,0,,0,,0,
Q354695,Gowon,Yakubu Gowon,20067,0,,0,,0,,0,,0,
